"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2023 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2023 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
3468,,155823,SOUTHPOINTE HEALTHCARE CENTER,4904 WAR ADMIRAL DRIVE,INDIANAPOLIS,IN,46237,0.14999,,0.19224,,44.04850,,0.00000,,44.04850,,0.9936217545,
7099,,155824,WELLBROOKE OF SOUTH BEND,52565 STATE ROAD 933,SOUTH BEND,IN,46637,0.19461,,0.22669,,0.00000,,0.00000,,0.00000,,0.9802564842,
6713,,155826,EVERGREEN CROSSING AND THE LOFTS,5404 GEORGETOWN ROAD,INDIANAPOLIS,IN,46254,0.19899,,0.20718,,8.41108,,0.00000,,8.41108,,0.9805895658,
6928,,155827,SAGE BLUFF HEALTH & REHAB CENTER,4180 SAGE BLUFF CROSSING,FORT WAYNE,IN,46804,0.22133,,0.21583,,0.00000,,5.90188,,5.90188,,0.9804603037,
3483,,155828,HERITAGE POINTE OF FORT WAYNE,5250 HERITAGE PARKWAY,FORT WAYNE,IN,46835,0.18035,,0.19234,,43.80997,,0.00000,,43.80997,,0.9934130522,
1469,,155829,"SPRINGS AT LAFAYETTE, THE",2402 SOUTH STREET,LAFAYETTE,IN,47904,0.22595,,0.18531,,60.57911,,68.79699,,68.79699,,1.0132473668,
7099,,155830,HARRISON'S CROSSING HEALTH CAMPUS,395 8TH AVENUE,TERRE HAUTE,IN,47804,0.16355,,0.21949,,0.00000,,0.00000,,0.00000,,0.9802564842,
3901,,155832,WITHAM EXTENDED CARE,2605 N LEBANON STREET,LEBANON,IN,46052,0.20189,,0.19437,,38.96766,,19.25024,,38.96766,,0.9895473620,
942,,155833,WELLBROOKE OF CARMEL,12315 PENNSYLVANIA STREET,CARMEL,IN,46032,0.25091,,0.18336,,65.23059,,79.40585,,79.40585,,1.0163989818,
4591,,155834,BRICKYARD HEALTHCARE - WILLOW SPRINGS CARE CENTER,2002 WEST 86TH STREET,INDIANAPOLIS,IN,46260,0.21387,,0.19819,,29.85555,,31.47360,,31.47360,,0.9851950690,
899,,155835,IGNITE MEDICAL RESORT CROWN POINT LLC,1555 S MAIN STREET,CROWN POINT,IN,46307,0.20025,,0.17704,,80.30612,,74.02622,,80.30612,,1.0165569254,
4380,,155836,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,1925 REEVES ROAD,PLAINFIELD,IN,46168,0.19959,,0.19654,,33.79141,,5.62348,,33.79141,,0.9863264629,
1130,,155837,"VILLAGES AT OAK RIDGE, THE",1694 TROY ROAD,WASHINGTON,IN,47501,0.19136,,0.17917,,75.22528,,54.52148,,75.22528,,1.0154750176,
1146,,155838,STONECROFT HEALTH CAMPUS,363 SOUTH FIELDSTONE BLVD,BLOOMINGTON,IN,47403,0.21354,,0.17948,,74.48582,,74.84060,,74.84060,,1.0153719559,
7099,,155840,IGNITE MEDICAL RESORT DYER LLC.,1532 CALUMET AVENUE,DYER,IN,46311,0.20234,,0.22319,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,155841,COPPER TRACE HEALTH & LIVING COMMUNITY,1250 W 146TH STREET,WESTFIELD,IN,46074,0.19201,,0.16878,,100.00000,,90.00000,,100.00000,,1.0180656313,
5654,,155842,"SPRINGS OF MOORESVILLE, THE",302 NORTH JOHNSON ROAD,MOORESVILLE,IN,46158,0.17377,,0.20220,,20.29022,,0.00000,,20.29022,,0.9818683697,
7099,,155843,"SPRINGS OF RICHMOND, THE",400 INDUSTRIES ROAD,RICHMOND,IN,47374,0.22846,,0.23856,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,155844,SYMPHONY OF CHESTERTON LLC,2775 VILLAGE POINT,CHESTERTON,IN,46304,0.23065,,0.23894,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,155846,RESTORACY OF CARMEL,616 GREEN HOUSE WAY,CARMEL,IN,46032,0.21210,,0.22101,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,155849,RIVER TERRACE HEALTH CAMPUS,120 PRESBYTERIAN AVE,MADISON,IN,47250,0.21851,,0.22044,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,155850,BELLTOWER HEALTH & REHABILITATION CENTER,5805 NORTH FIR ROAD,GRANGER,IN,46530,0.17588,,0.21825,,0.00000,,0.00000,,0.00000,,0.9802564842,
1326,,155851,ORCHARD POINTE HEALTH CAMPUS,702 SAWYER ROAD,KENDALLVILLE,IN,46755,0.24545,,0.18833,,53.37530,,71.59917,,71.59917,,1.0143592961,
6027,,155852,HARRISON SPRINGS HEALTH CAMPUS,871 PACER DRIVE NW,CORYDON,IN,47112,0.23274,,0.21962,,0.00000,,16.20918,,16.20918,,0.9812629300,
7099,,155853,PARK PLACE HEALTH AND WELLNESS CENTER,10820 PARK PLACE,SAINT JOHN,IN,46373,0.20526,,0.22704,,0.00000,,0.00000,,0.00000,,0.9802564842,
1455,,155854,NORTH RIVER HEALTH CAMPUS,811 E BASELINE ROAD,EVANSVILLE,IN,47725,0.21018,,0.18182,,68.90406,,67.16285,,68.90406,,1.0132943214,
5816,,155856,"LAURELS OF GOSHEN, THE",1480 SANDPIPER LN,GOSHEN,IN,46526,0.19026,,0.20292,,18.57275,,0.00000,,18.57275,,0.9815857273,
7099,,155858,"RESTORACY OF WHITESTOWN, THE",6712 RESTORACY DRIVE,WHITESTOWN,IN,46075,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21269,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
4450,,165006,IOWA JEWISH SENIOR LIFE CENTER,900 POLK BOULEVARD,DES MOINES,IA,50312,0.20802,,0.19680,,33.17122,,25.21002,,33.17122,,0.9860056390,
4221,,165017,HARMONY CEDAR RAPIDS,1940 FIRST AVENUE NE,CEDAR RAPIDS,IA,52402,0.18553,,0.19585,,35.43732,,0.00000,,35.43732,,0.9872443650,
4657,,165034,HARMONY WATERLOO,201 WEST RIDGEWAY AVENUE,WATERLOO,IA,50701,0.19147,,0.19786,,30.64272,,0.00000,,30.64272,,0.9848331079,
7099,,165049,RIDGECREST VILLAGE,4130 NORTHWEST BOULEVARD,DAVENPORT,IA,52806,0.18298,,0.22885,,0.00000,,0.00000,,0.00000,,0.9802564842,
607,,165072,GOOD SHEPHERD HEALTH CENTER,302 SECOND STREET NE,MASON CITY,IA,50401,0.18948,,0.17350,,88.75033,,80.91398,,88.75033,,1.0175429620,
1643,,165081,FRIENDSHIP VILLAGE RETIREMENT,600 PARK LANE,WATERLOO,IA,50702,0.18648,,0.18303,,66.01776,,17.11538,,66.01776,,1.0118942102,
7099,,165104,HARMONY DUBUQUE,901 WEST THIRD STREET,DUBUQUE,IA,52001,0.20805,,0.21219,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,165146,KAHL HOME FOR THE AGED & INFIRMED,6701 JERSEY RIDGE ROAD,DAVENPORT,IA,52807,0.22709,,0.23832,,0.00000,,0.00000,,0.00000,,0.9802564842,
2881,,165155,SALEM LUTHERAN HOME,2027 COLLEGE AVENUE,ELK HORN,IA,51531,0.19101,,0.18946,,50.67983,,2.69995,,50.67983,,0.9998121205,
6585,,165156,FORT DODGE HEALTH AND REHABILITATION,728 14TH AVENUE NORTH,FORT DODGE,IA,50501,0.21568,,0.20887,,0.00000,,10.20089,,10.20089,,0.9807030000,
6257,,165158,AZRIA HEALTH CLARINDA,600 MANOR DRIVE,CLARINDA,IA,51632,0.20319,,0.20491,,13.82587,,0.00000,,13.82587,,0.9810021183,
1755,,165162,ALTOONA NURSING AND REHABILITATION CENTER,200 SEVENTH AVENUE SW,ALTOONA,IA,50009,0.18723,,0.18371,,64.39571,,16.52905,,64.39571,,1.0109791442,
2540,,165165,NORTHCREST SPECIALTY CARE,2001 HEATH STREET,WATERLOO,IA,50703,0.19638,,0.18786,,54.49642,,28.41176,,54.49642,,1.0033977270,
3198,,165167,THE VILLAGE,1203 NORTH E STREET,INDIANOLA,IA,50125,0.16879,,0.19104,,46.91095,,0.00000,,46.91095,,0.9962248918,
5934,,165169,GOOD SAMARITAN SOCIETY - DAVENPORT,700 WAVERLY ROAD,DAVENPORT,IA,52804,0.18202,,0.20346,,17.28465,,0.00000,,17.28465,,0.9814010847,
7099,,165171,SILVER OAK NURSING AND REHABILITATION CENTER LLC,455 31ST STREET,MARION,IA,52302,0.18230,,0.21441,,0.00000,,0.00000,,0.00000,,0.9802564842,
5112,,165172,BRIARWOOD HEALTHCARE CENTER,605 GREENWOOD DRIVE,IOWA CITY,IA,52246,0.17004,,0.19983,,25.94355,,0.00000,,25.94355,,0.9831708952,
5224,,165175,GENESIS SENIOR LIVING,5608 SW 9TH STREET,DES MOINES,IA,50315,0.21788,,0.20388,,16.28280,,24.78723,,24.78723,,0.9828503992,
765,,165177,COMMUNITY MEMORIAL HEALTH CENTER,231 NORTH EIGHTH AVENUE WEST,HARTLEY,IA,51346,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.17562,,83.69335,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",83.69335,,1.0170472270,
7099,,165179,NORWALK NURSING AND REHABILITATION CENTER,921 SUNSET DRIVE,NORWALK,IA,50211,0.19772,,0.22322,,0.00000,,0.00000,,0.00000,,0.9802564842,
2096,,165183,MERCYONE NORTH IOWA MEDICAL SERVICES,910 NORTH EISENHOWER AVENUE,MASON CITY,IA,50401,0.22046,,0.18824,,53.58998,,59.98588,,59.98588,,1.0080050701,
2650,,165186,GOOD SAMARITAN SOCIETY - INDIANOLA,708 SOUTH JEFFERSON,INDIANOLA,IA,50125,0.17733,,0.18836,,53.30374,,0.00000,,53.30374,,1.0022977345,
7099,,165190,GOOD SAMARITAN SOCIETY - ALGONA,412 WEST KENNEDY STREET,ALGONA,IA,50511,0.19020,,0.21720,,0.00000,,0.00000,,0.00000,,0.9802564842,
3338,,165199,CRESTON SPECIALTY CARE,1001 COTTONWOOD DRIVE,CRESTON,IA,50801,0.19128,,0.19166,,45.43202,,0.00000,,45.43202,,0.9948592328,
1083,,165209,SOUTHRIDGE SPECIALTY CARE,309 WEST MERLE HIBBS BOULEVARD,MARSHALLTOWN,IA,50158,0.19524,,0.17876,,76.20329,,62.65189,,76.20329,,1.0157222855,
7099,,165211,GOOD SAMARITAN SOCIETY - OTTUMWA,2035 WEST CHESTER AVENUE,OTTUMWA,IA,52501,0.17985,,0.21126,,0.00000,,0.00000,,0.00000,,0.9802564842,
7065,,165214,LANTERN PARK SPECIALTY CARE,2200 OAKDALE ROAD,CORALVILLE,IA,52241,0.21216,,0.20967,,0.00000,,1.03198,,1.03198,,0.9802841600,
2810,,165215,LYON SPECIALTY CARE,1010 SOUTH UNION,ROCK RAPIDS,IA,51246,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18912,,51.49086,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",51.49086,,1.0005867371,
6043,,165218,EAGLE POINT NURSING AND REHABILITATION,801 28TH AVENUE NORTH,CLINTON,IA,52732,0.20466,,0.20401,,15.97270,,0.00000,,15.97270,,0.9812343652,
7099,,165220,AZRIA HEALTH PRAIRIE RIDGE,608 PRAIRIE STREET,MEDIAPOLIS,IA,52637,0.20293,,0.23492,,0.00000,,0.00000,,0.00000,,0.9802564842,
1653,,165227,BIRKWOOD VILLAGE OF FORT MADISON,1702 41ST STREET,FORT MADISON,IA,52627,0.19324,,0.18309,,65.87464,,40.39356,,65.87464,,1.0118172792,
2262,,165228,DUBUQUE SPECIALTY CARE,2935 KAUFMANN AVENUE,DUBUQUE,IA,52001,0.21286,,0.18657,,57.57355,,57.62506,,57.62506,,1.0061317569,
7099,,165230,OAKLAND MANOR,737 NORTH HIGHWAY,OAKLAND,IA,51560,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21953,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
6164,,165231,REGENCY PARK NURSING & REHAB CENTER OF CARROLL,500 EAST VALLEY DRIVE,CARROLL,IA,51401,0.18690,,0.20452,,14.75616,,0.00000,,14.75616,,0.9810970221,
3461,,165251,RAVENWOOD SPECIALTY CARE,2651 ST FRANCIS DRIVE,WATERLOO,IA,50702,0.21032,,0.19220,,44.14392,,40.94320,,44.14392,,0.9937056423,
5890,,165261,MILL - POND,1201 SE MILL POND COURT,ANKENY,IA,50021,0.19202,,0.20325,,17.78558,,0.00000,,17.78558,,0.9814702952,
2545,,165266,HOLY SPIRIT RETIREMENT HOME,1701 WEST 25TH STREET,SIOUX CITY,IA,51103,0.18126,,0.18788,,54.44871,,0.00000,,54.44871,,1.0033542325,
524,,165268,REHABILITATION CENTER OF DES MOINES,701 RIVERVIEW,DES MOINES,IA,50316,0.19467,,0.17211,,92.06600,,89.82976,,92.06600,,1.0177596129,
7099,,165271,WESTWOOD SPECIALTY CARE,4201 FIELDCREST DRIVE,SIOUX CITY,IA,51104,0.21153,,0.21597,,0.00000,,0.00000,,0.00000,,0.9802564842,
6946,,165272,UNIVERSITY PARK NURSING & REHABILITATION CENTER,233 UNIVERSITY AVENUE,DES MOINES,IA,50314,0.21044,,0.20833,,5.66790,,0.33367,,5.66790,,0.9804497835,
7099,,165273,VIA OF DES MOINES,4911 SW 19TH STREET,DES MOINES,IA,50315,0.20359,,0.20978,,0.00000,,0.00000,,0.00000,,0.9802564842,
6439,,165279,MONTICELLO NURSING & REHAB CEN,500 PINEHAVEN DRIVE,MONTICELLO,IA,52310,0.20982,,0.20575,,11.82216,,5.45198,,11.82216,,0.9808240735,
4501,,165287,CRESTVIEW SPECIALTY CARE,451 WEST ORANGE STREET,WEST BRANCH,IA,52358,0.19822,,0.19706,,32.55102,,0.00000,,32.55102,,0.9856981870,
4447,,165288,ATLANTIC SPECIALTY CARE,1300 EAST 19TH STREET,ATLANTIC,IA,50022,0.19420,,0.19679,,33.19507,,0.00000,,33.19507,,0.9860177295,
3189,,165290,NORTH CREST LIVING CENTER,34 NORTHCREST DRIVE,COUNCIL BLUFFS,IA,51503,0.18111,,0.19101,,46.98251,,0.00000,,46.98251,,0.9962918777,
2363,,165291,"FRIENDSHIP HAVEN, INC",420 SOUTH KENYON ROAD,FORT DODGE,IA,50501,0.19215,,0.18702,,56.50013,,19.11848,,56.50013,,1.0051781453,
7099,,165293,SOUTHERN HILLS SPECIALTY CARE,444 NORTH WEST VIEW DRIVE,OSCEOLA,IA,50213,0.20114,,0.23111,,0.00000,,0.00000,,0.00000,,0.9802564842,
910,,165298,PINNACLE SPECIALTY CARE,1223 PRAIRIEVIEW ROAD,CEDAR FALLS,IA,50613,0.19534,,0.17715,,80.04373,,69.36631,,80.04373,,1.0165122119,
7099,,165305,CHARITON SPECIALTY CARE,1214 NORTH SEVENTH STREET,CHARITON,IA,50049,0.19951,,0.21444,,0.00000,,0.00000,,0.00000,,0.9802564842,
6407,,165308,WEST RIDGE SPECIALTY CARE,1904 WEST HOWARD STREET,KNOXVILLE,IA,50138,0.20572,,0.20560,,12.17996,,0.00000,,12.17996,,0.9808534246,
3665,,165310,HERITAGE SPECIALTY CARE,200 CLIVE DRIVE SW,CEDAR RAPIDS,IA,52404,0.20343,,0.19317,,41.83011,,26.52074,,41.83011,,0.9917420172,
1351,,165322,COTTAGE GROVE PLACE,2115 FIRST AVENUE SE,CEDAR RAPIDS,IA,52402,0.21508,,0.18142,,69.85820,,71.15385,,71.15385,,1.0141982541,
6340,,165345,PARKRIDGE SPECIALTY CARE,5800 NE 12TH AVENUE,PLEASANT HILL,IA,50327,0.20218,,0.20528,,12.94328,,0.00000,,12.94328,,0.9809194946,
5226,,165347,NORA SPRINGS CARE CENTER,907 W CONGRESS,NORA SPRINGS,IA,50458,0.17303,,0.20033,,24.75086,,0.00000,,24.75086,,0.9828408175,
7099,,165350,PINE ACRES REHABILITATION AND CARE CENTER,1501 OFFICE PARK ROAD,WEST DES MOINES,IA,50265,0.17857,,0.21690,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,165359,METHODIST MANOR RETIREMENT COM,1206 WEST FOURTH STREET,STORM LAKE,IA,50588,0.19917,,0.23406,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,165361,ROLLING GREEN VILLAGE CARE CEN,100 SIXTH STREET,NEVADA,IA,50201,0.19534,,0.23506,,0.00000,,0.00000,,0.00000,,0.9802564842,
735,,165362,CLARION WELLNESS AND REHABILITATION CENTER,110 13TH AVENUE SW,CLARION,IA,50525,0.18507,,0.17514,,84.83832,,64.97886,,84.83832,,1.0171810453,
3050,,165365,OAKWOOD CARE CENTER,400 HIGHWAY 18 WEST,CLEAR LAKE,IA,50428,0.18740,,0.19026,,48.77153,,0.00000,,48.77153,,0.9979856008,
5396,,165366,LAKE MILLS CARE CENTER,406 SOUTH TENTH AVENUE EAST,LAKE MILLS,IA,50450,0.20754,,0.20112,,22.86642,,12.51227,,22.86642,,0.9823832414,
4334,,165367,HERITAGE CARE AND REHABILITATION CENTER,501 SOUTH KENTUCKY AVE,MASON CITY,IA,50401,0.18843,,0.19634,,34.26849,,0.00000,,34.26849,,0.9865824981,
1972,,165369,WESTVIEW OF INDIANOLA CARE CENTER,1900 WEST THIRD PLACE,INDIANOLA,IA,50125,0.20121,,0.18482,,61.74795,,49.03891,,61.74795,,1.0092785012,
4893,,165372,ELM CREST RETIREMENT COMMUNITY,2104 12TH STREET,HARLAN,IA,51537,0.19691,,0.19882,,28.35277,,0.00000,,28.35277,,0.9839457755,
4893,,165384,SHEFFIELD CARE CENTER,100 BENNETT DRIVE,SHEFFIELD,IA,50475,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19882,,28.35277,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",28.35277,,0.9839457755,
1670,,165385,GRANDVIEW HEIGHTS INC,910 EAST OLIVE,MARSHALLTOWN,IA,50158,0.20578,,0.18318,,65.65995,,59.75645,,65.65995,,1.0117005118,
1,,165389,ST LUKE'S HELEN G NASSIF TRANSITIONAL CARE CENTER,1420 UNITYPOINT WAY,CEDAR RAPIDS,IA,52402,0.16808,,0.15573,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,165396,RIVER HILLS VILLAGE IN KEOKUK,20 VILLAGE CIRCLE,KEOKUK,IA,52632,0.19744,,0.20884,,0.00000,,0.00000,,0.00000,,0.9802564842,
1309,,165399,REGENCY CARE CENTER,815 HIGH ROAD,NORWALK,IA,50211,0.21988,,0.18218,,68.04532,,71.93878,,71.93878,,1.0144783447,
3024,,165402,ACCURA HEALTHCARE OF MILFORD,1600 13TH STREET,MILFORD,IA,51351,0.16918,,0.19012,,49.10549,,0.00000,,49.10549,,0.9983046374,
1583,,165404,NEW LONDON SPECIALTY CARE,100 CARE CIRCLE STREET,NEW LONDON,IA,52645,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18263,,66.97191,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",66.97191,,1.0123886047,
7099,,165405,HAPPY SIESTA HEALTH CARE CENTER,423 ROOSEVELT ST,REMSEN,IA,51050,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21455,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
2953,,165411,SOUTHFIELD WELLNESS COMMUNITY,2416 SOUTH DES MOINES STREET,WEBSTER CITY,IA,50595,0.19448,,0.18983,,49.79724,,14.70339,,49.79724,,0.9989668130,
6500,,165423,"ACCURA HEALTHCARE OF AMES, LLC",3440 GRAND AVENUE,AMES,IA,50010,0.21453,,0.20745,,7.76703,,11.21993,,11.21993,,0.9807768868,
7099,,165424,BETHANY LIFE,212 LAFAYETTE STREET,STORY CITY,IA,50248,0.19804,,0.21373,,0.00000,,0.00000,,0.00000,,0.9802564842,
4110,,165432,LUTHERAN LIVING SENIOR CAMPUS,2421 LUTHERAN DRIVE,MUSCATINE,IA,52761,0.18361,,0.19530,,36.74927,,0.00000,,36.74927,,0.9880467067,
6271,,165436,IVY AT DAVENPORT,800 EAST RUSHOLME STREET,DAVENPORT,IA,52803,0.19889,,0.20499,,13.63504,,0.00000,,13.63504,,0.9809836625,
600,,165439,OAKVIEW NURSING AND REHABILITATION,1212 INDIAN HILLS DRIVE,BURLINGTON,IA,52601,0.24181,,0.17520,,84.69520,,88.90949,,88.90949,,1.0175550184,
2577,,165441,SUNNY VIEW CARE CENTER,410 N W ASH DRIVE,ANKENY,IA,50023,0.19195,,0.18804,,54.06706,,13.55719,,54.06706,,1.0030046765,
480,,165442,WOODLAND TERRACE,1922 FIFTH AVENUE NW,WAVERLY,IA,50677,0.17711,,0.17128,,94.04585,,88.57945,,94.04585,,1.0178594289,
5801,,165444,WEST BEND HEALTH AND REHABILITATION,203 FOURTH STREET NW,WEST BEND,IA,50597,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20288,,18.66817,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",18.66817,,0.9816002950,
1,,165447,MIDLANDS LIVING CENTER L L C,2452 NORTH BROADWAY,COUNCIL BLUFFS,IA,51503,0.18982,,0.16807,,100.00000,,90.00000,,100.00000,,1.0180656313,
2060,,165448,BISHOP DRUMM RETIREMENT CENTER,5837 WINWOOD DRIVE,JOHNSTON,IA,50131,0.18344,,0.18541,,60.34058,,0.00000,,60.34058,,1.0082702945,
3263,,165449,SPENCER POST ACUTE REHABILITATION CENTER,711 WEST 11TH STREET,SPENCER,IA,51301,0.18707,,0.19130,,46.29075,,0.00000,,46.29075,,0.9956475915,
6716,,165451,ACCURA HEALTHCARE OF MARSHALLTOWN,2401 SOUTH SECOND STREET,MARSHALLTOWN,IA,50158,0.19960,,0.20720,,8.36337,,0.00000,,8.36337,,0.9805868028,
7099,,165455,ACCURA HEALTHCARE OF CARROLL,2241 NORTH WEST STREET,CARROLL,IA,51401,0.20694,,0.20943,,0.00000,,0.00000,,0.00000,,0.9802564842,
2613,,165460,KAREN ACRES CARE CENTER,3605 ELM DRIVE,URBANDALE,IA,50322,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18822,,53.63769,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",53.63769,,1.0026082266,
800,,165462,SUNNY HILL CARE CENTER,1708 HARDING STREET,TAMA,IA,52339,0.20000,,0.17600,,82.78691,,77.41758,,82.78691,,1.0169306586,
6238,,165465,NEWALDAYA LIFESCAPES,7511 UNIVERSITY AVENUE,CEDAR FALLS,IA,50613,0.18765,,0.20487,,13.92128,,0.00000,,13.92128,,0.9810114722,
7099,,165466,RISEN SON CHRISTIAN VILLAGE,3000 RISEN SON BOULEVARD,COUNCIL BLUFFS,IA,51503,0.23621,,0.23355,,0.00000,,0.00000,,0.00000,,0.9802564842,
6358,,165468,EASTERN STAR MASONIC HOME,715 WEST MAMIE EISENHOWER,BOONE,IA,50036,0.21865,,0.21018,,0.00000,,12.73079,,12.73079,,0.9809006169,
5754,,165471,STONEHILL CARE CENTER,3485 WINDSOR AVENUE,DUBUQUE,IA,52001,0.19789,,0.20264,,19.24066,,0.00000,,19.24066,,0.9816904242,
1378,,165472,SCENIC MANOR,1409 FREMONT STREET,IOWA FALLS,IA,50126,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18109,,70.64538,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",70.64538,,1.0140073646,
4028,,165473,SUNRISE RETIREMENT COMMUNITY,5501 GORDON DRIVE EAST,SIOUX CITY,IA,51106,0.17115,,0.19499,,37.48874,,0.00000,,37.48874,,0.9885268704,
6100,,165475,WELLINGTON PLACE,2479 RIVER ROAD,DECORAH,IA,52101,0.18259,,0.20426,,15.37636,,0.00000,,15.37636,,0.9811650791,
7099,,165479,CALVIN COMMUNITY,4210 HICKMAN ROAD,DES MOINES,IA,50310,0.18233,,0.21435,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,165480,ST FRANCIS MANOR,2021 FOURTH AVENUE,GRINNELL,IA,50112,0.18796,,0.16801,,100.00000,,90.00000,,100.00000,,1.0180656313,
3541,,165484,ST LUKE LUTHERAN NURSING HOME,1301 SAINT LUKE DRIVE,SPENCER,IA,51301,0.18664,,0.19258,,43.23748,,0.00000,,43.23748,,0.9929183184,
4857,,165487,WESLEY ON GRAND,3520 GRAND AVENUE,DES MOINES,IA,50312,0.18557,,0.19861,,28.85370,,0.00000,,28.85370,,0.9841266384,
1684,,165495,CLARKSVILLE SKILLED NURSING & REHAB CENTER,115 NORTH HILTON ST,CLARKSVILLE,IA,50619,0.25127,,0.19465,,38.29976,,65.43165,,65.43165,,1.0115745218,
1963,,165503,GOOD NEIGHBOR HOME,105 MCCARREN DRIVE,MANCHESTER,IA,52057,0.19837,,0.18479,,61.81951,,44.39978,,61.81951,,1.0093278523,
3774,,165507,VALLEY VIEW VILLAGE,2571 GUTHRIE AVENUE,DES MOINES,IA,50317,0.20986,,0.19370,,40.56586,,36.45716,,40.56586,,0.9907382899,
6351,,165508,"MARTIN HEALTH CENTER, INC",410 EAST 10TH STREET,CEDAR FALLS,IA,50613,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20533,,12.82401,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",12.82401,,0.9809088516,
4715,,165509,THE ALVERNO HEALTH CARE FACILITY,849 13TH AVENUE NORTH,CLINTON,IA,52732,0.18636,,0.19808,,30.11794,,0.00000,,30.11794,,0.9846157771,
